UserId,EventTag,TagValue1,TagValue2,EventMs,TagDate
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText,feature16,,7379,2019-05-16 16:34:12.289
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText_ms,feature16,,7380,2019-05-16 16:34:12.29
16ac0f6cdec-9c79-97e0-bcaf-29fe,StimulusPresentationTime,feature19,logTimeStamp,7383,2019-05-16 16:34:12.293
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText,feature19,awef,10159,2019-05-16 16:34:15.069
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText_ms,feature19,"776,779,813,851",10160,2019-05-16 16:34:15.07
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText,feature19,awef,10162,2019-05-16 16:34:15.072
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText_ms,feature19,"1125,1141,1143,1144",10163,2019-05-16 16:34:15.073
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText,feature19,awef,10164,2019-05-16 16:34:15.074
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText_ms,feature19,"1477,1480,1487,1504",10165,2019-05-16 16:34:15.075
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText,feature19,awefawe,10167,2019-05-16 16:34:15.077
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText_ms,feature19,"1753,1756,1759,1762,2108,2111,2114",10168,2019-05-16 16:34:15.078
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText,feature19,f,10170,2019-05-16 16:34:15.08
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText_ms,feature19,2120,10171,2019-05-16 16:34:15.081
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText,feature19,,10172,2019-05-16 16:34:15.082
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText_ms,feature19,,10174,2019-05-16 16:34:15.084
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText,feature19,,10176,2019-05-16 16:34:15.086
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText_ms,feature19,,10178,2019-05-16 16:34:15.088
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText,feature19,,10180,2019-05-16 16:34:15.09
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText_ms,feature19,,10181,2019-05-16 16:34:15.091
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText,feature19,,10183,2019-05-16 16:34:15.093
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText_ms,feature19,,10185,2019-05-16 16:34:15.095
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText,feature19,,10187,2019-05-16 16:34:15.097
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText_ms,feature19,,10188,2019-05-16 16:34:15.098
16ac0f6cdec-9c79-97e0-bcaf-29fe,StimulusPresentationTime,feature18,logTimeStamp,10193,2019-05-16 16:34:15.103
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText,feature18,awef,13674,2019-05-16 16:34:18.584
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText_ms,feature18,"930,931,932,933",13674,2019-05-16 16:34:18.584
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText,feature18,eawf,13675,2019-05-16 16:34:18.585
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText_ms,feature18,"1235,1272,1275,1279",13675,2019-05-16 16:34:18.585
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText_ms,feature18,"1551,1554,1557,1560,1872,1875,1883,1886",13677,2019-05-16 16:34:18.587
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText,feature18,awefawef,13677,2019-05-16 16:34:18.587
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText,feature18,awef,13678,2019-05-16 16:34:18.588
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText_ms,feature18,"2230,2237,2239,2270",13678,2019-05-16 16:34:18.588
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText,feature18,aefw,13680,2019-05-16 16:34:18.59
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText_ms,feature18,"2787,2789,2799,2824",13680,2019-05-16 16:34:18.59
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText,feature18,,13682,2019-05-16 16:34:18.592
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText_ms,feature18,,13682,2019-05-16 16:34:18.592
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText,feature18,,13684,2019-05-16 16:34:18.594
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText_ms,feature18,,13685,2019-05-16 16:34:18.595
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText_ms,feature18,,13687,2019-05-16 16:34:18.597
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText,feature18,,13687,2019-05-16 16:34:18.597
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText,feature18,,13691,2019-05-16 16:34:18.601
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText_ms,feature18,,13692,2019-05-16 16:34:18.602
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText,feature18,awef,13694,2019-05-16 16:34:18.604
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText_ms,feature18,"373,410,418,421",13695,2019-05-16 16:34:18.605
16ac0f6cdec-9c79-97e0-bcaf-29fe,StimulusPresentationTime,feature2,logTimeStamp,13699,2019-05-16 16:34:18.609
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText,feature2,awef,16532,2019-05-16 16:34:21.442
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText_ms,feature2,"663,665,668,672",16532,2019-05-16 16:34:21.442
16ac0f6cdec-9c79-97e0-bcaf-29fe,freeText,feature2,awef,16534,2019-05-16 16:34:21.444
